x,z,Bx,By,Bz
-0.08000000,-0.06000000,0.00000274,0.00000000,0.00000076
-0.08000000,-0.05000000,0.00000338,-0.00000000,0.00000045
-0.08000000,-0.04000000,0.00000407,-0.00000000,-0.00000019
-0.08000000,-0.03000000,0.00000463,0.00000000,-0.00000134
-0.08000000,-0.02000000,0.00000457,-0.00000000,-0.00000316
-0.08000000,-0.01000000,0.00000311,0.00000000,-0.00000529
-0.08000000,-0.00000000,0.00000000,-0.00000000,-0.00000636
-0.08000000,0.01000000,-0.00000311,-0.00000000,-0.00000529
-0.08000000,0.02000000,-0.00000457,-0.00000000,-0.00000316
-0.08000000,0.03000000,-0.00000463,-0.00000000,-0.00000134
-0.08000000,0.04000000,-0.00000407,0.00000000,-0.00000019
-0.08000000,0.05000000,-0.00000338,0.00000000,0.00000045
-0.08000000,0.06000000,-0.00000274,-0.00000000,0.00000076
-0.08000000,0.07000000,-0.00000220,-0.00000000,0.00000089
-0.08000000,0.08000000,-0.00000176,0.00000000,0.00000092
-0.08000000,0.09000000,-0.00000141,-0.00000000,0.00000089
-0.08000000,0.10000000,-0.00000114,0.00000000,0.00000083
-0.07000000,-0.10000000,0.00000120,0.00000000,0.00000109
-0.07000000,-0.09000000,0.00000152,0.00000000,0.00000123
-0.07000000,-0.08000000,0.00000195,0.00000000,0.00000136
-0.07000000,-0.07000000,0.00000251,-0.00000000,0.00000146
-0.07000000,-0.06000000,0.00000327,0.00000000,0.00000149
-0.07000000,-0.05000000,0.00000427,-0.00000000,0.00000136
-0.07000000,-0.04000000,0.00000558,-0.00000000,0.00000085
-0.07000000,-0.03000000,0.00000714,-0.00000000,-0.00000045
-0.07000000,-0.02000000,0.00000842,-0.00000000,-0.00000335
-0.07000000,-0.01000000,0.00000713,-0.00000000,-0.00000847
-0.07000000,-0.00000000,0.00000000,-0.00000000,-0.00001206
-0.07000000,0.01000000,-0.00000713,0.00000000,-0.00000847
-0.07000000,0.02000000,-0.00000842,0.00000000,-0.00000335
-0.07000000,0.03000000,-0.00000714,0.00000000,-0.00000045
-0.07000000,0.04000000,-0.00000558,-0.00000000,0.00000085
-0.07000000,0.05000000,-0.00000427,0.00000000,0.00000136
-0.07000000,0.06000000,-0.00000327,0.00000000,0.00000149
-0.07000000,0.07000000,-0.00000251,0.00000000,0.00000146
-0.07000000,0.08000000,-0.00000195,-0.00000000,0.00000136
-0.07000000,0.09000000,-0.00000152,0.00000000,0.00000123
-0.07000000,0.10000000,-0.00000120,-0.00000000,0.00000109
-0.06000000,-0.10000000,0.00000121,-0.00000000,0.00000139
-0.06000000,-0.09000000,0.00000157,0.00000000,0.00000162
-0.06000000,-0.08000000,0.00000206,0.00000000,0.00000189
-0.06000000,-0.07000000,0.00000273,0.00000000,0.00000219
-0.06000000,-0.06000000,0.00000369,0.00000000,0.00000250
-0.06000000,-0.05000000,0.00000507,0.00000000,0.00000276
-0.06000000,-0.04000000,0.00000711,-0.00000000,0.00000282
-0.06000000,-0.03000000,0.00001025,0.00000000,0.00000223
-0.06000000,-0.02000000,0.00001515,-0.00000000,-0.00000058
-0.06000000,-0.01000000,0.00002039,0.00000000,-0.00001164
-0.06000000,-0.00000000,0.00000000,-0.00000000,-0.00003195
-0.06000000,0.01000000,-0.00002039,-0.00000000,-0.00001164
-0.06000000,0.02000000,-0.00001515,0.00000000,-0.00000058
-0.06000000,0.03000000,-0.00001025,-0.00000000,0.00000223
-0.06000000,0.04000000,-0.00000711,-0.00000000,0.00000282
-0.06000000,0.05000000,-0.00000507,-0.00000000,0.00000276
-0.06000000,0.06000000,-0.00000369,-0.00000000,0.00000250
-0.06000000,0.07000000,-0.00000273,-0.00000000,0.00000219
-0.06000000,0.08000000,-0.00000206,-0.00000000,0.00000189
-0.06000000,0.09000000,-0.00000157,0.00000000,0.00000162
-0.06000000,0.10000000,-0.00000121,0.00000000,0.00000139
-0.05000000,-0.10000000,0.00000116,0.00000000,0.00000170
-0.05000000,-0.09000000,0.00000153,-0.00000000,0.00000205
-0.05000000,-0.08000000,0.00000205,0.00000000,0.00000249
-0.05000000,-0.07000000,0.00000278,-0.00000000,0.00000304
-0.05000000,-0.06000000,0.00000385,-0.00000000,0.00000373
-0.05000000,-0.05000000,0.00000546,-0.00000000,0.00000461
-0.05000000,-0.04000000,0.00000799,0.00000000,0.00000573
-0.05000000,-0.03000000,0.00001229,0.00000000,0.00000722
-0.05000000,-0.02000000,0.00002084,-0.00000000,0.00000930
-0.05000000,-0.01000000,0.00004571,0.00000000,0.00001275
-0.05000000,-0.00000000,0.00000000,0.00000000,0.00004351
-0.05000000,0.01000000,-0.00004571,-0.00000000,0.00001275
-0.05000000,0.02000000,-0.00002084,-0.00000000,0.00000930
-0.05000000,0.03000000,-0.00001229,0.00000000,0.00000722
-0.05000000,0.04000000,-0.00000799,-0.00000000,0.00000573
-0.05000000,0.05000000,-0.00000546,0.00000000,0.00000461
-0.05000000,0.06000000,-0.00000385,0.00000000,0.00000373
-0.05000000,0.07000000,-0.00000278,0.00000000,0.00000304
-0.05000000,0.08000000,-0.00000205,-0.00000000,0.00000249
-0.05000000,0.09000000,-0.00000153,0.00000000,0.00000205
-0.05000000,0.10000000,-0.00000116,-0.00000000,0.00000170
-0.04000000,-0.10000000,0.00000104,-0.00000000,0.00000201
-0.04000000,-0.09000000,0.00000139,-0.00000000,0.00000248
-0.04000000,-0.08000000,0.00000189,0.00000000,0.00000309
-0.04000000,-0.07000000,0.00000261,-0.00000000,0.00000391
-0.04000000,-0.06000000,0.00000365,-0.00000000,0.00000503
-0.04000000,-0.05000000,0.00000523,0.00000000,0.00000659
-0.04000000,-0.04000000,0.00000764,-0.00000000,0.00000892
-0.04000000,-0.03000000,0.00001148,-0.00000000,0.00001273
-0.04000000,-0.02000000,0.00001758,-0.00000000,0.00002019
-0.04000000,-0.01000000,0.00002432,0.00000000,0.00003897
-0.04000000,-0.00000000,0.00000000,0.00000000,0.00006771
-0.04000000,0.01000000,-0.00002432,0.00000000,0.00003897
-0.04000000,0.02000000,-0.00001758,0.00000000,0.00002019
-0.04000000,0.03000000,-0.00001148,0.00000000,0.00001273
-0.04000000,0.04000000,-0.00000764,0.00000000,0.00000892
-0.04000000,0.05000000,-0.00000523,-0.00000000,0.00000659
-0.04000000,0.06000000,-0.00000365,0.00000000,0.00000503
-0.04000000,0.07000000,-0.00000261,0.00000000,0.00000391
-0.04000000,0.08000000,-0.00000189,-0.00000000,0.00000309
-0.04000000,0.09000000,-0.00000139,0.00000000,0.00000248
-0.04000000,0.10000000,-0.00000104,0.00000000,0.00000201
-0.03000000,-0.10000000,0.00000086,-0.00000000,0.00000228
-0.03000000,-0.09000000,0.00000116,0.00000000,0.00000286
-0.03000000,-0.08000000,0.00000158,0.00000000,0.00000365
-0.03000000,-0.07000000,0.00000219,-0.00000000,0.00000472
-0.03000000,-0.06000000,0.00000308,0.00000000,0.00000621
-0.03000000,-0.05000000,0.00000437,-0.00000000,0.00000835
-0.03000000,-0.04000000,0.00000620,-0.00000000,0.00001151
-0.03000000,-0.03000000,0.00000860,-0.00000000,0.00001641
-0.03000000,-0.02000000,0.00001086,0.00000000,0.00002420
-0.03000000,-0.01000000,0.00000966,-0.00000000,0.00003528
-0.03000000,-0.00000000,0.00000000,0.00000000,0.00004232
-0.03000000,0.01000000,-0.00000966,0.00000000,0.00003528
-0.03000000,0.02000000,-0.00001086,-0.00000000,0.00002420
-0.03000000,0.03000000,-0.00000860,0.00000000,0.00001641
-0.03000000,0.04000000,-0.00000620,0.00000000,0.00001151
-0.03000000,0.05000000,-0.00000437,0.00000000,0.00000835
-0.03000000,0.06000000,-0.00000308,-0.00000000,0.00000621
-0.03000000,0.07000000,-0.00000219,0.00000000,0.00000472
-0.03000000,0.08000000,-0.00000158,-0.00000000,0.00000365
-0.03000000,0.09000000,-0.00000116,-0.00000000,0.00000286
-0.03000000,0.10000000,-0.00000086,0.00000000,0.00000228
-0.02000000,-0.10000000,0.00000061,0.00000000,0.00000250
-0.02000000,-0.09000000,0.00000083,-0.00000000,0.00000317
-0.02000000,-0.08000000,0.00000114,0.00000000,0.00000409
-0.02000000,-0.07000000,0.00000158,-0.00000000,0.00000535
-0.02000000,-0.06000000,0.00000221,0.00000000,0.00000712
-0.02000000,-0.05000000,0.00000308,-0.00000000,0.00000962
-0.02000000,-0.04000000,0.00000421,0.00000000,0.00001317
-0.02000000,-0.03000000,0.00000540,-0.00000000,0.00001813
-0.02000000,-0.02000000,0.00000591,0.00000000,0.00002456
-0.02000000,-0.01000000,0.00000432,0.00000000,0.00003116
-0.02000000,-0.00000000,0.00000000,-0.00000000,0.00003424
-0.02000000,0.01000000,-0.00000432,0.00000000,0.00003116
-0.02000000,0.02000000,-0.00000591,-0.00000000,0.00002456
-0.02000000,0.03000000,-0.00000540,-0.00000000,0.00001813
-0.02000000,0.04000000,-0.00000421,-0.00000000,0.00001317
-0.02000000,0.05000000,-0.00000308,-0.00000000,0.00000962
-0.02000000,0.06000000,-0.00000221,0.00000000,0.00000712
-0.02000000,0.07000000,-0.00000158,0.00000000,0.00000535
-0.02000000,0.08000000,-0.00000114,-0.00000000,0.00000409
-0.02000000,0.09000000,-0.00000083,-0.00000000,0.00000317
-0.02000000,0.10000000,-0.00000061,-0.00000000,0.00000250
-0.01000000,-0.10000000,0.00000032,0.00000000,0.00000264
-0.01000000,-0.09000000,0.00000043,0.00000000,0.00000337
-0.01000000,-0.08000000,0.00000059,0.00000000,0.00000437
-0.01000000,-0.07000000,0.00000082,-0.00000000,0.00000575
-0.01000000,-0.06000000,0.00000115,0.00000000,0.00000768
-0.01000000,-0.05000000,0.00000158,-0.00000000,0.00001037
-0.01000000,-0.04000000,0.00000210,-0.00000000,0.00001403
-0.01000000,-0.03000000,0.00000256,-0.00000000,0.00001877
-0.01000000,-0.02000000,0.00000260,0.00000000,0.00002419
-0.01000000,-0.01000000,0.00000174,0.00000000,0.00002896
-0.01000000,-0.00000000,0.00000000,0.00000000,0.00003094
-0.01000000,0.01000000,-0.00000174,-0.00000000,0.00002896
-0.01000000,0.02000000,-0.00000260,-0.00000000,0.00002419
-0.01000000,0.03000000,-0.00000256,0.00000000,0.00001877
-0.01000000,0.04000000,-0.00000210,0.00000000,0.00001403
-0.01000000,0.05000000,-0.00000158,-0.00000000,0.00001037
-0.01000000,0.06000000,-0.00000115,-0.00000000,0.00000768
-0.01000000,0.07000000,-0.00000082,0.00000000,0.00000575
-0.01000000,0.08000000,-0.00000059,-0.00000000,0.00000437
-0.01000000,0.09000000,-0.00000043,0.00000000,0.00000337
-0.01000000,0.10000000,-0.00000032,-0.00000000,0.00000264
-0.00000000,-0.10000000,-0.00000000,0.00000000,0.00000268
-0.00000000,-0.09000000,-0.00000000,0.00000000,0.00000344
-0.00000000,-0.08000000,0.00000000,-0.00000000,0.00000447
-0.00000000,-0.07000000,0.00000000,0.00000000,0.00000589
-0.00000000,-0.06000000,0.00000000,0.00000000,0.00000787
-0.00000000,-0.05000000,0.00000000,-0.00000000,0.00001061
-0.00000000,-0.04000000,0.00000000,-0.00000000,0.00001428
-0.00000000,-0.03000000,-0.00000000,0.00000000,0.00001892
-0.00000000,-0.02000000,0.00000000,0.00000000,0.00002401
-0.00000000,-0.01000000,0.00000000,-0.00000000,0.00002829
-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00003000
-0.00000000,0.01000000,-0.00000000,0.00000000,0.00002829
-0.00000000,0.02000000,-0.00000000,-0.00000000,0.00002401
-0.00000000,0.03000000,0.00000000,0.00000000,0.00001892
-0.00000000,0.04000000,-0.00000000,0.00000000,0.00001428
-0.00000000,0.05000000,-0.00000000,0.00000000,0.00001061
-0.00000000,0.06000000,-0.00000000,-0.00000000,0.00000787
-0.00000000,0.07000000,-0.00000000,-0.00000000,0.00000589
-0.00000000,0.08000000,-0.00000000,0.00000000,0.00000447
-0.00000000,0.09000000,-0.00000000,0.00000000,0.00000344
-0.00000000,0.10000000,0.00000000,-0.00000000,0.00000268
0.01000000,-0.10000000,-0.00000032,-0.00000000,0.00000264
0.01000000,-0.09000000,-0.00000043,-0.00000000,0.00000337
0.01000000,-0.08000000,-0.00000059,-0.00000000,0.00000437
0.01000000,-0.07000000,-0.00000082,-0.00000000,0.00000575
0.01000000,-0.06000000,-0.00000115,0.00000000,0.00000768
0.01000000,-0.05000000,-0.00000158,0.00000000,0.00001037
0.01000000,-0.04000000,-0.00000210,-0.00000000,0.00001403
0.01000000,-0.03000000,-0.00000256,-0.00000000,0.00001877
0.01000000,-0.02000000,-0.00000260,0.00000000,0.00002419
0.01000000,-0.01000000,-0.00000174,-0.00000000,0.00002896
0.01000000,-0.00000000,-0.00000000,0.00000000,0.00003094
0.01000000,0.01000000,0.00000174,0.00000000,0.00002896
0.01000000,0.02000000,0.00000260,-0.00000000,0.00002419
0.01000000,0.03000000,0.00000256,0.00000000,0.00001877
0.01000000,0.04000000,0.00000210,0.00000000,0.00001403
0.01000000,0.05000000,0.00000158,-0.00000000,0.00001037
0.01000000,0.06000000,0.00000115,-0.00000000,0.00000768
0.01000000,0.07000000,0.00000082,0.00000000,0.00000575
0.01000000,0.08000000,0.00000059,0.00000000,0.00000437
0.01000000,0.09000000,0.00000043,0.00000000,0.00000337
0.01000000,0.10000000,0.00000032,0.00000000,0.00000264
0.02000000,-0.10000000,-0.00000061,0.00000000,0.00000250
0.02000000,-0.09000000,-0.00000083,0.00000000,0.00000317
0.02000000,-0.08000000,-0.00000114,0.00000000,0.00000409
0.02000000,-0.07000000,-0.00000158,0.00000000,0.00000535
0.02000000,-0.06000000,-0.00000221,0.00000000,0.00000712
0.02000000,-0.05000000,-0.00000308,0.00000000,0.00000962
0.02000000,-0.04000000,-0.00000421,-0.00000000,0.00001317
0.02000000,-0.03000000,-0.00000540,-0.00000000,0.00001813
0.02000000,-0.02000000,-0.00000591,0.00000000,0.00002456
0.02000000,-0.01000000,-0.00000432,-0.00000000,0.00003116
0.02000000,-0.00000000,-0.00000000,0.00000000,0.00003424
0.02000000,0.01000000,0.00000432,0.00000000,0.00003116
0.02000000,0.02000000,0.00000591,0.00000000,0.00002456
0.02000000,0.03000000,0.00000540,-0.00000000,0.00001813
0.02000000,0.04000000,0.00000421,-0.00000000,0.00001317
0.02000000,0.05000000,0.00000308,0.00000000,0.00000962
0.02000000,0.06000000,0.00000221,0.00000000,0.00000712
0.02000000,0.07000000,0.00000158,0.00000000,0.00000535
0.02000000,0.08000000,0.00000114,-0.00000000,0.00000409
0.02000000,0.09000000,0.00000083,0.00000000,0.00000317
0.02000000,0.10000000,0.00000061,-0.00000000,0.00000250
0.03000000,-0.10000000,-0.00000086,-0.00000000,0.00000228
0.03000000,-0.09000000,-0.00000116,0.00000000,0.00000286
0.03000000,-0.08000000,-0.00000158,0.00000000,0.00000365
0.03000000,-0.07000000,-0.00000219,0.00000000,0.00000472
0.03000000,-0.06000000,-0.00000308,0.00000000,0.00000621
0.03000000,-0.05000000,-0.00000437,-0.00000000,0.00000835
0.03000000,-0.04000000,-0.00000620,-0.00000000,0.00001151
0.03000000,-0.03000000,-0.00000860,0.00000000,0.00001641
0.03000000,-0.02000000,-0.00001086,0.00000000,0.00002420
0.03000000,-0.01000000,-0.00000966,-0.00000000,0.00003528
0.03000000,-0.00000000,-0.00000000,0.00000000,0.00004232
0.03000000,0.01000000,0.00000966,-0.00000000,0.00003528
0.03000000,0.02000000,0.00001086,-0.00000000,0.00002420
0.03000000,0.03000000,0.00000860,0.00000000,0.00001641
0.03000000,0.04000000,0.00000620,-0.00000000,0.00001151
0.03000000,0.05000000,0.00000437,-0.00000000,0.00000835
0.03000000,0.06000000,0.00000308,-0.00000000,0.00000621
0.03000000,0.07000000,0.00000219,0.00000000,0.00000472
0.03000000,0.08000000,0.00000158,-0.00000000,0.00000365
0.03000000,0.09000000,0.00000116,-0.00000000,0.00000286
0.03000000,0.10000000,0.00000086,0.00000000,0.00000228
0.04000000,-0.10000000,-0.00000104,0.00000000,0.00000201
0.04000000,-0.09000000,-0.00000139,0.00000000,0.00000248
0.04000000,-0.08000000,-0.00000189,-0.00000000,0.00000309
0.04000000,-0.07000000,-0.00000261,-0.00000000,0.00000391
0.04000000,-0.06000000,-0.00000365,0.00000000,0.00000503
0.04000000,-0.05000000,-0.00000523,-0.00000000,0.00000659
0.04000000,-0.04000000,-0.00000764,0.00000000,0.00000892
0.04000000,-0.03000000,-0.00001148,0.00000000,0.00001273
0.04000000,-0.02000000,-0.00001758,-0.00000000,0.00002019
0.04000000,-0.01000000,-0.00002432,-0.00000000,0.00003897
0.04000000,-0.00000000,-0.00000000,-0.00000000,0.00006771
0.04000000,0.01000000,0.00002432,-0.00000000,0.00003897
0.04000000,0.02000000,0.00001758,-0.00000000,0.00002019
0.04000000,0.03000000,0.00001148,-0.00000000,0.00001273
0.04000000,0.04000000,0.00000764,-0.00000000,0.00000892
0.04000000,0.05000000,0.00000523,0.00000000,0.00000659
0.04000000,0.06000000,0.00000365,-0.00000000,0.00000503
0.04000000,0.07000000,0.00000261,-0.00000000,0.00000391
0.04000000,0.08000000,0.00000189,0.00000000,0.00000309
0.04000000,0.09000000,0.00000139,-0.00000000,0.00000248
0.04000000,0.10000000,0.00000104,-0.00000000,0.00000201
0.05000000,-0.10000000,-0.00000116,0.00000000,0.00000170
0.05000000,-0.09000000,-0.00000153,-0.00000000,0.00000205
0.05000000,-0.08000000,-0.00000205,-0.00000000,0.00000249
0.05000000,-0.07000000,-0.00000278,0.00000000,0.00000304
0.05000000,-0.06000000,-0.00000385,0.00000000,0.00000373
0.05000000,-0.05000000,-0.00000546,0.00000000,0.00000461
0.05000000,-0.04000000,-0.00000799,-0.00000000,0.00000573
0.05000000,-0.03000000,-0.00001229,-0.00000000,0.00000722
0.05000000,-0.02000000,-0.00002084,-0.00000000,0.00000930
0.05000000,-0.01000000,-0.00004571,0.00000000,0.00001275
0.05000000,-0.00000000,-160756021820294502023168.00000000,5232274.10166744,321512043640589004046336.00000000
0.05000000,0.01000000,0.00004571,-0.00000000,0.00001275
0.05000000,0.02000000,0.00002084,0.00000000,0.00000930
0.05000000,0.03000000,0.00001229,0.00000000,0.00000722
0.05000000,0.04000000,0.00000799,0.00000000,0.00000573
0.05000000,0.05000000,0.00000546,-0.00000000,0.00000461
0.05000000,0.06000000,0.00000385,-0.00000000,0.00000373
0.05000000,0.07000000,0.00000278,-0.00000000,0.00000304
0.05000000,0.08000000,0.00000205,0.00000000,0.00000249
0.05000000,0.09000000,0.00000153,-0.00000000,0.00000205
0.05000000,0.10000000,0.00000116,-0.00000000,0.00000170
0.06000000,-0.10000000,-0.00000121,0.00000000,0.00000139
0.06000000,-0.09000000,-0.00000157,0.00000000,0.00000162
0.06000000,-0.08000000,-0.00000206,-0.00000000,0.00000189
0.06000000,-0.07000000,-0.00000273,0.00000000,0.00000219
0.06000000,-0.06000000,-0.00000369,0.00000000,0.00000250
0.06000000,-0.05000000,-0.00000507,-0.00000000,0.00000276
0.06000000,-0.04000000,-0.00000711,-0.00000000,0.00000282
0.06000000,-0.03000000,-0.00001025,0.00000000,0.00000223
0.06000000,-0.02000000,-0.00001515,0.00000000,-0.00000058
0.06000000,-0.01000000,-0.00002039,0.00000000,-0.00001164
0.06000000,-0.00000000,-0.00000000,0.00000000,-0.00003195
0.06000000,0.01000000,0.00002039,-0.00000000,-0.00001164
0.06000000,0.02000000,0.00001515,-0.00000000,-0.00000058
0.06000000,0.03000000,0.00001025,-0.00000000,0.00000223
0.06000000,0.04000000,0.00000711,0.00000000,0.00000282
0.06000000,0.05000000,0.00000507,0.00000000,0.00000276
0.06000000,0.06000000,0.00000369,-0.00000000,0.00000250
0.06000000,0.07000000,0.00000273,-0.00000000,0.00000219
0.06000000,0.08000000,0.00000206,0.00000000,0.00000189
0.06000000,0.09000000,0.00000157,-0.00000000,0.00000162
0.06000000,0.10000000,0.00000121,-0.00000000,0.00000139
0.07000000,-0.10000000,-0.00000120,0.00000000,0.00000109
0.07000000,-0.09000000,-0.00000152,0.00000000,0.00000123
0.07000000,-0.08000000,-0.00000195,-0.00000000,0.00000136
0.07000000,-0.07000000,-0.00000251,-0.00000000,0.00000146
0.07000000,-0.06000000,-0.00000327,0.00000000,0.00000149
0.07000000,-0.05000000,-0.00000427,-0.00000000,0.00000136
0.07000000,-0.04000000,-0.00000558,-0.00000000,0.00000085
0.07000000,-0.03000000,-0.00000714,-0.00000000,-0.00000045
0.07000000,-0.02000000,-0.00000842,-0.00000000,-0.00000335
0.07000000,-0.01000000,-0.00000713,-0.00000000,-0.00000847
0.07000000,-0.00000000,-0.00000000,-0.00000000,-0.00001206
0.07000000,0.01000000,0.00000713,-0.00000000,-0.00000847
0.07000000,0.02000000,0.00000842,0.00000000,-0.00000335
0.07000000,0.03000000,0.00000714,0.00000000,-0.00000045
0.07000000,0.04000000,0.00000558,-0.00000000,0.00000085
0.07000000,0.05000000,0.00000427,0.00000000,0.00000136
0.07000000,0.06000000,0.00000327,-0.00000000,0.00000149
0.07000000,0.07000000,0.00000251,-0.00000000,0.00000146
0.07000000,0.08000000,0.00000195,0.00000000,0.00000136
0.07000000,0.09000000,0.00000152,0.00000000,0.00000123
0.07000000,0.10000000,0.00000120,-0.00000000,0.00000109
0.08000000,-0.10000000,-0.00000114,-0.00000000,0.00000083
0.08000000,-0.09000000,-0.00000141,-0.00000000,0.00000089
0.08000000,-0.08000000,-0.00000176,-0.00000000,0.00000092
0.08000000,-0.07000000,-0.00000220,-0.00000000,0.00000089
0.08000000,-0.06000000,-0.00000274,-0.00000000,0.00000076
0.08000000,-0.05000000,-0.00000338,-0.00000000,0.00000045
0.08000000,-0.04000000,-0.00000407,0.00000000,-0.00000019
0.08000000,-0.03000000,-0.00000463,0.00000000,-0.00000134
0.08000000,-0.02000000,-0.00000457,0.00000000,-0.00000316
0.08000000,-0.01000000,-0.00000311,-0.00000000,-0.00000529
0.08000000,-0.00000000,-0.00000000,0.00000000,-0.00000636
0.08000000,0.01000000,0.00000311,0.00000000,-0.00000529
0.08000000,0.02000000,0.00000457,-0.00000000,-0.00000316
0.08000000,0.03000000,0.00000463,-0.00000000,-0.00000134
0.08000000,0.04000000,0.00000407,-0.00000000,-0.00000019
0.08000000,0.05000000,0.00000338,-0.00000000,0.00000045
0.08000000,0.06000000,0.00000274,-0.00000000,0.00000076
0.08000000,0.07000000,0.00000220,-0.00000000,0.00000089
0.08000000,0.08000000,0.00000176,0.00000000,0.00000092
0.08000000,0.09000000,0.00000141,-0.00000000,0.00000089
0.08000000,0.10000000,0.00000114,0.00000000,0.00000083
0.09000000,-0.10000000,-0.00000105,-0.00000000,0.00000061
0.09000000,-0.09000000,-0.00000127,0.00000000,0.00000061
0.09000000,-0.08000000,-0.00000154,0.00000000,0.00000058
0.09000000,-0.07000000,-0.00000185,0.00000000,0.00000048
0.09000000,-0.06000000,-0.00000221,-0.00000000,0.00000029
0.09000000,-0.05000000,-0.00000257,-0.00000000,-0.00000006
0.09000000,-0.04000000,-0.00000288,-0.00000000,-0.00000062
0.09000000,-0.03000000,-0.00000298,-0.00000000,-0.00000144
0.09000000,-0.02000000,-0.00000262,-0.00000000,-0.00000249
0.09000000,-0.01000000,-0.00000160,-0.00000000,-0.00000346
0.09000000,-0.00000000,-0.00000000,0.00000000,-0.00000388
0.09000000,0.01000000,0.00000160,0.00000000,-0.00000346
0.09000000,0.02000000,0.00000262,-0.00000000,-0.00000249
0.09000000,0.03000000,0.00000298,0.00000000,-0.00000144
0.09000000,0.04000000,0.00000288,0.00000000,-0.00000062
0.09000000,0.05000000,0.00000257,0.00000000,-0.00000006
0.09000000,0.06000000,0.00000221,0.00000000,0.00000029
0.09000000,0.07000000,0.00000185,0.00000000,0.00000048
0.09000000,0.08000000,0.00000154,-0.00000000,0.00000058
0.09000000,0.09000000,0.00000127,0.00000000,0.00000061
0.09000000,0.10000000,0.00000105,0.00000000,0.00000061
0.10000000,-0.10000000,-0.00000094,0.00000000,0.00000043
0.10000000,-0.09000000,-0.00000111,0.00000000,0.00000040
0.10000000,-0.08000000,-0.00000131,0.00000000,0.00000033
0.10000000,-0.07000000,-0.00000152,0.00000000,0.00000021
0.10000000,-0.06000000,-0.00000174,-0.00000000,0.00000001
0.10000000,-0.05000000,-0.00000193,0.00000000,-0.00000030
0.10000000,-0.04000000,-0.00000203,-0.00000000,-0.00000073
0.10000000,-0.03000000,-0.00000196,-0.00000000,-0.00000129
0.10000000,-0.02000000,-0.00000160,0.00000000,-0.00000189
0.10000000,-0.01000000,-0.00000092,-0.00000000,-0.00000239
0.10000000,-0.00000000,-0.00000000,-0.00000000,-0.00000259
0.10000000,0.01000000,0.00000092,-0.00000000,-0.00000239
